Product,Type,Date,Process_Size,TDP,Die_Size,Transistors,Frequency,Foundry,Vendor,FP16,FP32,FP64
NVIDIA GeForce 9800 GX2,GPU,3/18/2008,65.0,197.0,324.0,754.0,600,TSMC,NVIDIA,,384.0,
Intel GMA 3150,GPU,5/9/2007,45.0,13.0,66.0,123.0,400,Intel,Intel,,12.8,
NVIDIA GeForce GTX 460 SE v2,GPU,11/15/2010,40.0,150.0,332.0,1950.0,650,TSMC,NVIDIA,,748.8,62.4
NVIDIA GeForce2 MX DH Pro TV PCI,GPU,6/28/2000,180.0,81.35998107852413,64.0,20.0,175,TSMC,NVIDIA,,,
ATI Mobility Radeon HD 5730,GPU,1/7/2010,40.0,26.0,104.0,627.0,650,TSMC,ATI,,520.0,
NVIDIA Quadro NVS 295,GPU,5/7/2009,65.0,23.0,86.0,210.0,540,TSMC,NVIDIA,,20.8,
NVIDIA GeForce Go 6600,GPU,9/29/2005,110.0,81.35998107852413,154.0,146.0,300,TSMC,NVIDIA,,,
NVIDIA GeForce 9400,GPU,4/17/2007,65.0,40.0,144.0,314.0,450,Unknown,NVIDIA,,35.2,
Intel HD Graphics 630,GPU,8/30/2016,14.0,15.0,188.4404445518241,1929.9222785421193,350,Intel,Intel,768.0,384.0,96.0
AMD Radeon HD 7520G IGP,GPU,6/6/2012,32.0,35.0,246.0,1303.0,496,TSMC,AMD,,263.4,
NVIDIA GeForce4 Ti 4600,GPU,2/6/2002,150.0,81.35998107852413,142.0,63.0,300,TSMC,NVIDIA,,,
NVIDIA Tesla M2075,GPU,7/25/2011,40.0,225.0,520.0,3000.0,574,TSMC,NVIDIA,,1028.0,513.9
NVIDIA Playstation 3 GPU 65nm,GPU,NaT,65.0,58.0,186.0,300.0,550,Sony,NVIDIA,,,
AMD Radeon Vega 8 Mobile,GPU,1/8/2019,14.0,35.0,210.0,4940.0,300,GF,AMD,2255.0,1127.0,70.46
NVIDIA Quadro K1000M,GPU,6/1/2012,28.0,45.0,118.0,1270.0,850,TSMC,NVIDIA,,326.4,13.6
NVIDIA Quadro M6000,GPU,3/21/2015,28.0,250.0,601.0,8000.0,988,TSMC,NVIDIA,,6844.0,213.9
NVIDIA Quadro T500 Mobile,GPU,12/2/2020,12.0,18.0,200.0,4700.0,1365,TSMC,NVIDIA,6075.0,3037.0,94.92
ATI Radeon X1950 XT,GPU,10/17/2006,90.0,96.0,352.0,384.0,625,TSMC,ATI,,,
NVIDIA GeForce4 MX 440-SE,GPU,2/6/2002,150.0,81.35998107852413,65.0,29.0,250,TSMC,NVIDIA,,,
ATI Radeon X800 XT AGP,GPU,3/1/2004,130.0,54.0,281.0,160.0,500,TSMC,ATI,,,
NVIDIA GeForce GTX 480 Core 512,GPU,NaT,40.0,375.0,529.0,3100.0,527,TSMC,NVIDIA,,1078.0,
NVIDIA GeForce 920A,GPU,3/13/2015,28.0,33.0,87.0,1020.0,954,TSMC,NVIDIA,,732.7,30.53
ATI Radeon 8500 XT,GPU,NaT,150.0,25.0,68.0,60.0,300,TSMC,ATI,,,
NVIDIA GeForce Go 7800 GTX,GPU,9/29/2005,110.0,65.0,333.0,302.0,440,TSMC,NVIDIA,,,
AMD Radeon Pro W5700,GPU,11/19/2019,7.0,205.0,251.0,10300.0,1400,TSMC,AMD,17330.0,8663.0,541.4
AMD Radeon HD 6770M Mac Edition,GPU,1/28/2011,40.0,35.0,104.0,716.0,725,TSMC,AMD,,696.0,
NVIDIA GeForce GTX 775M Mac Edition,GPU,11/8/2013,28.0,100.0,294.0,3540.0,797,TSMC,NVIDIA,,2142.0,89.26
NVIDIA GeForce 9200M GS,GPU,6/3/2008,65.0,13.0,86.0,210.0,550,TSMC,NVIDIA,,22.4,
AMD Radeon HD 6370D IGP,GPU,11/1/2011,32.0,65.0,227.0,1178.0,444,TSMC,AMD,,142.1,
NVIDIA GeForce FX Go5200,GPU,3/1/2003,150.0,81.35998107852413,124.0,45.0,200,TSMC,NVIDIA,,,
NVIDIA Tesla V100 PCIe 16 GB,GPU,6/21/2017,12.0,300.0,815.0,21100.0,1245,TSMC,NVIDIA,28260.0,14130.0,7066.0
AMD Radeon R7 250,GPU,10/8/2013,28.0,65.0,77.0,950.0,1000,TSMC,AMD,,806.4,50.4
NVIDIA GeForce GT 740 OEM,GPU,4/14/2015,28.0,65.0,221.0,2540.0,1006,TSMC,NVIDIA,,772.6,32.19
ATI FireGL V5000,GPU,9/1/2004,110.0,81.35998107852413,156.0,120.0,425,TSMC,ATI,,,
NVIDIA Quadro4 100 NVS PCI,GPU,12/22/2003,150.0,10.0,65.0,29.0,250,TSMC,NVIDIA,,,
AMD FirePro 2270 PCIe x1,GPU,1/31/2011,40.0,15.0,59.0,292.0,600,TSMC,AMD,,96.0,
ATI Radeon HD 4710,GPU,9/10/2008,55.0,59.0,146.0,514.0,750,TSMC,ATI,,480.0,
NVIDIA GeForce 210 PCI,GPU,10/12/2009,40.0,31.0,100.0,486.0,475,TSMC,NVIDIA,,35.2,
AMD Radeon HD 6850M,GPU,1/4/2011,40.0,50.0,166.0,1040.0,675,TSMC,AMD,,1080.0,
AMD Radeon HD 8550 OEM,GPU,10/25/2013,40.0,60.0,118.0,716.0,650,TSMC,AMD,,624.0,
AMD Radeon HD 6490M,GPU,1/4/2011,40.0,81.35998107852413,67.0,370.0,800,TSMC,AMD,,256.0,
AMD Radeon R5 Mobile Graphics,GPU,11/7/2015,28.0,15.0,125.0,1200.0,200,GF,AMD,553.0,553.0,276.5
AMD FirePro W5000,GPU,8/7/2012,28.0,75.0,212.0,2800.0,825,TSMC,AMD,,1267.0,79.2
NVIDIA Vanta LT,GPU,3/1/2000,250.0,81.35998107852413,90.0,15.0,105,TSMC,NVIDIA,,,
AMD Radeon E9175 PCIe,GPU,10/3/2017,14.0,50.0,103.0,2200.0,1124,GF,AMD,1248.0,1248.0,78.02
NVIDIA Quadro K2000,GPU,3/1/2013,28.0,51.0,118.0,1270.0,954,TSMC,NVIDIA,,732.7,30.53
Intel HD Graphics,GPU,1/5/2015,14.0,6.0,82.0,1929.9222785421193,100,Intel,Intel,,153.6,38.4
XGI Volari V8 Ultra,GPU,9/15/2003,130.0,81.35998107852413,188.4404445518241,110.0,350,UMC,Other,,,
ATI FirePro V8700 Duo,GPU,NaT,55.0,151.0,256.0,956.0,750,TSMC,ATI,,1200.0,
AMD Radeon Pro WX 4100,GPU,11/10/2016,14.0,50.0,123.0,3000.0,1125,GF,AMD,2460.0,2460.0,153.7
ATI Radeon X800 GTO AGP,GPU,10/1/2005,110.0,49.0,240.0,160.0,400,TSMC,ATI,,,
ATI Radeon 9600 SE,GPU,10/1/2003,130.0,81.35998107852413,76.0,60.0,325,TSMC,ATI,,,
AMD Radeon R9 290X2,GPU,6/24/2014,28.0,580.0,438.0,6200.0,1000,TSMC,AMD,,5632.0,704.0
NVIDIA Quadro FX 3000,GPU,7/22/2003,130.0,81.35998107852413,207.0,135.0,400,TSMC,NVIDIA,,,
NVIDIA Quadro FX 560,GPU,4/20/2006,90.0,30.0,125.0,177.0,350,TSMC,NVIDIA,,,
ATI Radeon Xpress 200M IGP,GPU,1/1/2005,130.0,81.35998107852413,73.0,1929.9222785421193,336,Unknown,ATI,,,
NVIDIA Quadro FX 370,GPU,9/12/2007,80.0,35.0,169.0,289.0,360,TSMC,NVIDIA,,23.04,
NVIDIA Playstation 3 GPU 40nm,GPU,10/4/2012,40.0,35.0,114.0,302.0,550,Sony,NVIDIA,,,
NVIDIA GeForce MX230,GPU,2/21/2019,14.0,10.0,74.0,1800.0,1519,Samsung,NVIDIA,12.25,783.9,24.5
NVIDIA GeForce GT 435M,GPU,1/15/2011,40.0,35.0,238.0,1170.0,590,TSMC,NVIDIA,,226.6,18.88
Intel UHD Graphics 605,GPU,12/11/2017,14.0,5.0,188.4404445518241,1929.9222785421193,200,Intel,Intel,432.0,216.0,54.0
NVIDIA GeForce 6200 LE AGP 512 MB,GPU,10/11/2004,110.0,81.35998107852413,110.0,75.0,300,TSMC,NVIDIA,,,
NVIDIA NVS 5100M,GPU,1/7/2010,40.0,35.0,100.0,486.0,550,TSMC,NVIDIA,,116.2,
ATI Radeon HD 3550,GPU,8/4/2008,55.0,30.0,67.0,181.0,594,TSMC,ATI,,47.52,
AMD Radeon HD 7870 GHz Edition,GPU,3/5/2012,28.0,175.0,212.0,2800.0,1000,TSMC,AMD,,2560.0,160.0
NVIDIA Quadro FX 1100,GPU,4/1/2004,130.0,81.35998107852413,133.0,82.0,425,TSMC,NVIDIA,,,
XGI Volari 8300,GPU,11/1/2005,130.0,81.35998107852413,188.4404445518241,90.0,300,UMC,Other,,,
AMD Playstation 5 GPU,GPU,11/12/2020,7.0,180.0,308.0,1929.9222785421193,2233,TSMC,AMD,20580.0,10290.0,643.1
AMD Radeon R7 M460,GPU,5/15/2016,28.0,81.35998107852413,125.0,1550.0,1100,TSMC,AMD,864.0,864.0,54.0
NVIDIA GRID RTX T10-4,GPU,NaT,12.0,260.0,754.0,18600.0,1065,TSMC,NVIDIA,25710.0,12860.0,401.8
AMD Radeon HD 8210 IGP,GPU,1/31/2014,28.0,8.0,110.0,1178.0,300,TSMC,AMD,,76.8,4.8
NVIDIA GeForce GT 440,GPU,2/1/2011,40.0,65.0,116.0,585.0,810,TSMC,NVIDIA,,311.0,25.92
AMD FirePro W8000,GPU,6/14/2012,28.0,225.0,352.0,4313.0,900,TSMC,AMD,,3226.0,806.4
Intel HD Graphics 505,GPU,9/1/2016,14.0,6.0,188.4404445518241,1929.9222785421193,200,Intel,Intel,,187.2,23.4
NVIDIA GeForce GTX 1650 TU116,GPU,7/7/2020,12.0,80.0,284.0,6600.0,1410,TSMC,NVIDIA,5699.0,2849.0,89.04
AMD Radeon HD 8670M,GPU,3/1/2013,28.0,81.35998107852413,56.0,690.0,925,TSMC,AMD,,624.0,39.0
ATI Radeon 2100 IGP,GPU,3/4/2008,55.0,81.35998107852413,73.0,120.0,400,Unknown,ATI,,,
Intel HD Graphics P5700,GPU,9/5/2014,14.0,15.0,188.4404445518241,1929.9222785421193,700,Intel,Intel,,384.0,96.0
NVIDIA Tesla PG503-216,GPU,11/26/2019,12.0,250.0,815.0,21100.0,1312,TSMC,NVIDIA,31330.0,15670.0,7834.0
NVIDIA GeForce 9400,GPU,4/17/2007,65.0,40.0,144.0,314.0,450,Unknown,NVIDIA,,35.2,
ATI Radeon X1050,GPU,12/7/2006,110.0,24.0,74.0,107.0,400,TSMC,ATI,,,
AMD Radeon HD 8590M,GPU,3/1/2013,28.0,81.35998107852413,56.0,690.0,750,TSMC,AMD,,528.0,33.0
AMD Radeon Vega 3 Embedded,GPU,2/13/2018,14.0,15.0,210.0,4940.0,300,GF,AMD,768.8,384.4,24.02
ATI Radeon HD 4650,GPU,9/10/2008,55.0,48.0,146.0,514.0,600,TSMC,ATI,,384.0,
AMD Radeon RX 455 OEM,GPU,6/30/2016,28.0,100.0,160.0,2080.0,1050,TSMC,AMD,,1613.0,100.8
NVIDIA GeForce GT 435M,GPU,9/3/2010,40.0,35.0,116.0,585.0,650,TSMC,NVIDIA,,249.6,20.8
NVIDIA Quadro M6000 24 GB,GPU,3/5/2016,28.0,250.0,601.0,8000.0,988,TSMC,NVIDIA,,6844.0,213.9
AMD Radeon HD 7870M,GPU,4/24/2012,28.0,45.0,123.0,1500.0,800,TSMC,AMD,,1024.0,64.0
NVIDIA GeForce G210M,GPU,6/15/2009,40.0,14.0,57.0,260.0,625,TSMC,NVIDIA,,48.0,
Intel GMA 950,GPU,5/1/2005,90.0,7.0,188.4404445518241,1929.9222785421193,166,Intel,Intel,,,
AMD Radeon R9 M470X,GPU,5/15/2016,28.0,81.35998107852413,160.0,2080.0,1000,TSMC,AMD,,1971.0,123.2
NVIDIA GeForce GTX 770,GPU,5/30/2013,28.0,230.0,294.0,3540.0,1046,TSMC,NVIDIA,,3333.0,138.9
ATI Radeon X1800 GTO,GPU,3/1/2006,90.0,48.0,288.0,321.0,500,TSMC,ATI,,,
NVIDIA Quadro RTX 5000 Mobile Refresh,GPU,6/8/2020,12.0,110.0,545.0,13600.0,1035,TSMC,NVIDIA,18980.0,9492.0,296.6
AMD Radeon Pro 575,GPU,6/5/2017,14.0,150.0,232.0,5700.0,1096,GF,AMD,4489.0,4489.0,280.6
ATI Mobility Radeon 9000 IGP,GPU,5/1/2003,150.0,81.35998107852413,92.0,76.0,300,Unknown,ATI,,,
Intel GMA 3100,GPU,5/9/2007,90.0,13.0,188.4404445518241,1929.9222785421193,400,Intel,Intel,,,
NVIDIA Quadro FX 360M,GPU,5/9/2007,80.0,17.0,127.0,210.0,400,TSMC,NVIDIA,,25.6,
NVIDIA GeForce RTX 3080,GPU,9/1/2020,8.0,320.0,628.0,28300.0,1440,Samsung,NVIDIA,29770.0,29770.0,465.1
AMD Radeon HD 7430M,GPU,1/7/2012,40.0,7.0,67.0,370.0,600,TSMC,AMD,,192.0,
AMD Radeon Pro WX 8100,GPU,12/3/2017,14.0,230.0,495.0,12500.0,1200,GF,AMD,21500.0,10750.0,672.0
NVIDIA GeForce GTX 1660,GPU,3/14/2019,12.0,120.0,284.0,6600.0,1530,TSMC,NVIDIA,10050.0,5027.0,157.1
AMD Radeon Pro 5300M,GPU,11/13/2019,7.0,85.0,158.0,6400.0,1000,TSMC,AMD,6400.0,3200.0,200.0
AMD FirePro S7150 x2,GPU,2/1/2016,28.0,265.0,366.0,5000.0,1050,TSMC,AMD,3763.0,3763.0,235.2
NVIDIA Quadro FX 1600M,GPU,6/1/2007,80.0,50.0,169.0,289.0,625,TSMC,NVIDIA,,80.0,
AMD Radeon Pro 560X,GPU,7/16/2018,14.0,75.0,123.0,3000.0,1004,GF,AMD,2056.0,2056.0,128.5
NVIDIA Quadro Plex 1000 Model II,GPU,7/25/2008,110.0,640.0,333.0,302.0,470,TSMC,NVIDIA,,,
Intel i815 Graphics,GPU,1/1/2000,150.0,81.35998107852413,188.4404445518241,1929.9222785421193,133,Intel,Intel,,,
AMD Radeon R9 390 X2,GPU,9/3/2015,28.0,580.0,438.0,6200.0,1000,TSMC,AMD,,5120.0,640.0
NVIDIA GeForce 9400 GT PCI,GPU,8/27/2008,55.0,50.0,121.0,314.0,550,TSMC,NVIDIA,,44.8,
AMD Radeon HD 7950 Boost,GPU,6/22/2012,28.0,200.0,352.0,4313.0,850,TSMC,AMD,,3315.0,828.8
NVIDIA GeForce GTX 760 Ti OEM Rebrand,GPU,8/25/2013,28.0,170.0,294.0,3540.0,915,TSMC,NVIDIA,,2634.0,109.8
ATI FireGL V3300,GPU,10/1/2005,90.0,81.35998107852413,100.0,107.0,600,TSMC,ATI,,,
NVIDIA GeForce GT 630 OEM,GPU,4/24/2012,28.0,50.0,118.0,1270.0,875,TSMC,NVIDIA,,336.0,14.0
NVIDIA GeForce GTX 590,GPU,3/24/2011,40.0,365.0,520.0,3000.0,608,TSMC,NVIDIA,,1244.0,155.5
AMD Radeon R7 M360,GPU,5/5/2015,28.0,81.35998107852413,125.0,1550.0,1100,TSMC,AMD,864.0,864.0,54.0
NVIDIA Quadro M620 Mobile,GPU,1/11/2017,28.0,30.0,148.0,1870.0,756,TSMC,NVIDIA,,1000.0,31.26
NVIDIA GeForce GTX 660 OEM,GPU,8/22/2012,28.0,130.0,294.0,3540.0,823,TSMC,NVIDIA,,2046.0,85.25
ATI Radeon HD 5730,GPU,2/26/2011,40.0,64.0,104.0,627.0,775,TSMC,ATI,,620.0,
ATI FireGL V3200,GPU,9/1/2004,130.0,46.0,92.0,75.0,500,TSMC,ATI,,,
AMD Radeon RX 5500M,GPU,10/7/2019,7.0,85.0,158.0,6400.0,1375,TSMC,AMD,9265.0,4632.0,289.5
NVIDIA GeForce 9600M GT,GPU,6/4/2008,55.0,23.0,121.0,314.0,500,TSMC,NVIDIA,,80.0,
NVIDIA GeForce 610,GPU,12/1/2011,40.0,12.0,79.0,292.0,738,TSMC,NVIDIA,,141.7,11.81
AMD Radeon Pro Vega 56,GPU,8/14/2017,14.0,210.0,495.0,12500.0,1138,GF,AMD,17920.0,8960.0,560.0
NVIDIA Quadro K5000 Mac Edition,GPU,8/7/2012,28.0,122.0,294.0,3540.0,706,TSMC,NVIDIA,,2169.0,90.37
ATI Radeon X1050 AGP,GPU,12/7/2006,130.0,24.0,76.0,60.0,250,TSMC,ATI,,,
ATI Radeon HD 4870 Mac Edition,GPU,1/6/2009,55.0,150.0,256.0,956.0,750,TSMC,ATI,,1200.0,240.0
AMD FirePro V3900,GPU,2/7/2012,40.0,50.0,118.0,716.0,650,TSMC,AMD,,624.0,
NVIDIA GeForce GT 625 OEM,GPU,2/18/2013,40.0,29.0,79.0,292.0,874,TSMC,NVIDIA,,167.8,13.98
AMD Radeon RX 5700 XT 50th Anniversary,GPU,7/7/2019,7.0,225.0,251.0,10300.0,1680,TSMC,AMD,20280.0,10140.0,633.6
NVIDIA Quadro P600 Mobile,GPU,2/7/2017,14.0,25.0,132.0,3300.0,1430,Samsung,NVIDIA,18.68,1196.0,37.37
ATI Mobility Radeon HD 560v,GPU,5/5/2010,55.0,15.0,146.0,514.0,550,TSMC,ATI,,352.0,
NVIDIA GeForce FX 5900 XT,GPU,5/12/2003,130.0,35.0,207.0,135.0,400,TSMC,NVIDIA,,,
AMD FirePro W4150M,GPU,NaT,28.0,81.35998107852413,77.0,950.0,800,TSMC,AMD,,652.8,
NVIDIA Quadro NVS 120M,GPU,6/1/2006,90.0,10.0,81.0,112.0,450,TSMC,NVIDIA,,,
NVIDIA GeForce 6200 X2 PCI,GPU,1/16/2008,110.0,81.35998107852413,110.0,75.0,280,TSMC,NVIDIA,,,
NVIDIA A30 PCIe,GPU,4/12/2021,7.0,165.0,826.0,54200.0,930,TSMC,NVIDIA,10320.0,10320.0,5161.0
ATI Radeon 9600 XT,GPU,10/1/2003,130.0,22.0,76.0,60.0,500,TSMC,ATI,,,
ATI Radeon HD 4720,GPU,12/11/2011,55.0,55.0,146.0,514.0,600,TSMC,ATI,,384.0,
NVIDIA GeForce 9300 GE,GPU,6/1/2008,65.0,81.35998107852413,86.0,210.0,540,TSMC,NVIDIA,,20.8,
NVIDIA GeForce GTX 460M,GPU,9/3/2010,40.0,50.0,238.0,1170.0,675,TSMC,NVIDIA,,518.4,43.2
ATI FirePro V7760,GPU,1/1/2012,55.0,76.0,256.0,956.0,750,TSMC,ATI,,1200.0,
NVIDIA GRID K180Q,GPU,6/28/2013,28.0,130.0,118.0,1270.0,850,TSMC,NVIDIA,,326.4,13.6
Intel HD Graphics 5600,GPU,9/5/2014,14.0,15.0,188.4404445518241,1929.9222785421193,300,Intel,Intel,,403.2,100.8
NVIDIA GeForce4 Ti 4400,GPU,2/6/2002,150.0,81.35998107852413,142.0,63.0,275,TSMC,NVIDIA,,,
NVIDIA Quadro FX 770M,GPU,8/14/2008,65.0,35.0,144.0,314.0,500,UMC,NVIDIA,,80.0,
ATI Radeon 7000 PCI,GPU,2/19/2001,180.0,23.0,80.0,30.0,133,TSMC,ATI,,,
AMD Radeon R5 M240,GPU,9/18/2014,28.0,81.35998107852413,56.0,690.0,1000,TSMC,AMD,,659.2,41.2
NVIDIA GeForce GT 220M,GPU,6/15/2009,55.0,14.0,121.0,314.0,500,TSMC,NVIDIA,,80.0,
NVIDIA GeForce GT 710M,GPU,1/9/2013,28.0,15.0,116.0,585.0,775,TSMC,NVIDIA,,297.6,24.8
ATI FireMV 2250,GPU,1/1/2007,80.0,32.0,100.0,107.0,600,UMC,ATI,,,
NVIDIA GeForce GT 635 OEM,GPU,10/1/2013,28.0,35.0,87.0,1020.0,967,TSMC,NVIDIA,,742.7,30.94
Intel GMA 900,GPU,6/1/2004,130.0,81.35998107852413,188.4404445518241,1929.9222785421193,333,Intel,Intel,,,
Intel HD Graphics 530,GPU,9/1/2015,14.0,15.0,123.0,1929.9222785421193,350,Intel,Intel,729.6,364.8,91.2
NVIDIA GeForce GTX 950,GPU,8/20/2015,28.0,90.0,228.0,2940.0,1024,TSMC,NVIDIA,,1825.0,57.02
NVIDIA GeForce GTX 1660 Ti,GPU,2/22/2019,12.0,120.0,284.0,6600.0,1500,TSMC,NVIDIA,10870.0,5437.0,169.9
NVIDIA GeForce GTX 965M,GPU,1/1/2016,28.0,81.35998107852413,228.0,2940.0,935,TSMC,NVIDIA,,2355.0,73.6
NVIDIA Quadro RTX 5000 Max-Q,GPU,5/27/2019,12.0,80.0,545.0,13600.0,600,TSMC,NVIDIA,16590.0,8294.0,259.2
AMD Radeon HD 8570D IGP,GPU,7/10/2013,32.0,65.0,246.0,1303.0,800,TSMC,AMD,,409.6,
ATI Radeon LE,GPU,5/1/2001,180.0,81.35998107852413,115.0,30.0,148,TSMC,ATI,,,
AMD Radeon Vega 9 Mobile,GPU,10/22/2019,14.0,15.0,210.0,4940.0,300,GF,AMD,2995.0,1498.0,93.6
NVIDIA GeForce 9500 GT Mac Edition,GPU,5/19/2010,55.0,50.0,121.0,314.0,550,TSMC,NVIDIA,,89.6,
NVIDIA GeForce GTX 750,GPU,2/18/2014,28.0,55.0,148.0,1870.0,1020,TSMC,NVIDIA,,1111.0,34.72
AMD Radeon Pro 455,GPU,10/30/2016,14.0,35.0,123.0,3000.0,855,GF,AMD,1313.0,1313.0,82.08
AMD Radeon R7 M340,GPU,12/6/2015,28.0,81.35998107852413,77.0,950.0,620,TSMC,AMD,,549.1,34.32
ATI Radeon X700 XT,GPU,9/1/2004,110.0,38.0,156.0,120.0,475,TSMC,ATI,,,
ATI Radeon HD 4870,GPU,6/25/2008,55.0,150.0,256.0,956.0,750,TSMC,ATI,,1200.0,240.0
NVIDIA GeForce GT 630,GPU,5/15/2012,40.0,65.0,116.0,585.0,810,TSMC,NVIDIA,,311.0,25.92
AMD Radeon HD 7730,GPU,5/1/2013,28.0,47.0,123.0,1500.0,800,TSMC,AMD,,614.4,38.4
NVIDIA Quadro FX 1500,GPU,4/20/2006,90.0,65.0,196.0,278.0,325,TSMC,NVIDIA,,,
ATI Radeon HD 5750,GPU,10/13/2009,40.0,86.0,166.0,1040.0,700,TSMC,ATI,,1008.0,
NVIDIA GeForce GT 630M,GPU,3/22/2012,28.0,33.0,116.0,585.0,800,TSMC,NVIDIA,,307.2,25.6
AMD Radeon HD 7550M,GPU,1/7/2012,40.0,14.0,104.0,716.0,500,TSMC,AMD,,480.0,
AMD Radeon E9390 PCIe,GPU,10/15/2019,14.0,75.0,232.0,5700.0,713,GF,AMD,3903.0,3903.0,243.9
NVIDIA GeForce 505 OEM,GPU,2/17/2013,40.0,25.0,100.0,486.0,615,TSMC,NVIDIA,,49.49,
NVIDIA GeForce GT 445M,GPU,9/3/2010,40.0,35.0,238.0,1170.0,590,TSMC,NVIDIA,,339.8,28.32
ATI Mobility Radeon HD 4270 IGP,GPU,5/1/2010,55.0,81.35998107852413,67.0,181.0,590,Unknown,ATI,,47.2,
ATI Radeon HD 4570,GPU,11/25/2008,55.0,25.0,73.0,242.0,650,TSMC,ATI,,104.0,
AMD Radeon RX 550 640SP,GPU,10/13/2017,14.0,60.0,123.0,3000.0,1019,GF,AMD,1371.0,1371.0,85.68
NVIDIA GeForce GTX 1650 SUPER,GPU,11/22/2019,12.0,100.0,284.0,6600.0,1530,TSMC,NVIDIA,8832.0,4416.0,138.0
AMD Radeon 530 Mobile,GPU,4/18/2017,28.0,50.0,125.0,1550.0,730,TSMC,AMD,786.4,786.4,49.15
AMD Radeon R5 M320,GPU,5/5/2015,28.0,81.35998107852413,56.0,690.0,780,TSMC,AMD,,547.2,34.2
AMD Radeon R5 A240,GPU,1/1/2014,28.0,50.0,77.0,950.0,730,TSMC,AMD,,499.2,
NVIDIA GeForce GTX 1060 8 GB GDDR5X,GPU,NaT,16.0,120.0,314.0,7200.0,1506,TSMC,NVIDIA,68.36,4375.0,136.7
ATI Radeon X800 GT,GPU,11/1/2005,110.0,40.0,240.0,160.0,475,TSMC,ATI,,,
AMD Radeon Pro 560,GPU,4/18/2017,14.0,75.0,123.0,3000.0,907,GF,AMD,1858.0,1858.0,116.1
NVIDIA Quadro 410,GPU,8/7/2012,28.0,38.0,118.0,1270.0,706,TSMC,NVIDIA,,271.1,11.3
AMD Radeon HD 8210E,GPU,4/23/2013,28.0,9.0,110.0,1178.0,300,TSMC,AMD,,76.8,4.8
NVIDIA GeForce GTX 1650 Mobile,GPU,4/15/2020,12.0,50.0,200.0,4700.0,1380,TSMC,NVIDIA,6205.0,3103.0,96.96
ATI Radeon Xpress 1100 Mobile IGP,GPU,1/1/2005,130.0,81.35998107852413,73.0,1929.9222785421193,336,Unknown,ATI,,,
NVIDIA Quadro K4000,GPU,3/1/2013,28.0,80.0,221.0,2540.0,810,TSMC,NVIDIA,,1244.0,51.84
AMD Radeon RX 580X,GPU,4/11/2018,14.0,185.0,232.0,5700.0,1257,GF,AMD,6175.0,6175.0,385.9
NVIDIA GeForce 940M,GPU,3/13/2015,28.0,33.0,188.4404445518241,1929.9222785421193,1072,TSMC,NVIDIA,,903.2,28.22
NVIDIA Quadro K620,GPU,7/22/2014,28.0,45.0,148.0,1870.0,1058,TSMC,NVIDIA,,863.2,26.98
NVIDIA Quadro FX 3450,GPU,7/28/2005,130.0,83.0,225.0,222.0,425,TSMC,NVIDIA,,,
AMD Radeon R7 M370,GPU,5/5/2015,28.0,81.35998107852413,56.0,690.0,900,TSMC,AMD,,737.3,46.08
AMD Radeon RX 560X,GPU,4/11/2018,14.0,75.0,123.0,3000.0,1175,GF,AMD,2611.0,2611.0,163.2
NVIDIA GeForce 8400 GS PCI Rev. 2,GPU,4/17/2007,40.0,40.0,57.0,260.0,520,TSMC,NVIDIA,,39.36,
AMD Radeon Pro 570,GPU,6/5/2017,14.0,150.0,232.0,5700.0,1000,GF,AMD,3960.0,3960.0,247.5
NVIDIA GeForce 7050 + nForce 630a,GPU,2/1/2006,90.0,81.35998107852413,81.0,112.0,425,Unknown,NVIDIA,,,
ATI Radeon X850 PRO AGP,GPU,9/4/2005,130.0,81.35998107852413,297.0,160.0,500,TSMC,ATI,,,
ATI Radeon HD 2400,GPU,2/19/2008,65.0,20.0,85.0,180.0,398,TSMC,ATI,,31.84,
NVIDIA Quadro FX 330,GPU,6/28/2004,150.0,21.0,91.0,45.0,250,TSMC,NVIDIA,,,
ATI Radeon 9200 SE,GPU,3/1/2003,150.0,28.0,98.0,36.0,200,UMC,ATI,,,
NVIDIA GeForce GTX 780 Ti 6 GB,GPU,NaT,28.0,250.0,561.0,7080.0,875,TSMC,NVIDIA,,5345.0,222.7
AMD FirePro M6000,GPU,7/1/2012,28.0,43.0,123.0,1500.0,800,TSMC,AMD,,1024.0,64.0
AMD Radeon RX Vega 11 Mobile,GPU,5/10/2018,14.0,35.0,210.0,4940.0,300,GF,AMD,3523.0,1761.0,110.1
NVIDIA Quadro FX 2000,GPU,1/21/2003,130.0,81.35998107852413,199.0,125.0,400,TSMC,NVIDIA,,,
AMD Radeon Sky 700,GPU,3/27/2013,28.0,225.0,352.0,4313.0,900,TSMC,AMD,,3226.0,806.4
NVIDIA Quadro FX 1700,GPU,9/12/2007,80.0,42.0,169.0,289.0,460,TSMC,NVIDIA,,58.88,
AMD Radeon 625 Mobile,GPU,5/13/2019,28.0,50.0,125.0,1550.0,730,TSMC,AMD,786.4,786.4,49.15
NVIDIA GeForce 8400M G,GPU,5/9/2007,80.0,10.0,127.0,210.0,400,TSMC,NVIDIA,,12.8,
NVIDIA GeForce GT 640 Rev. 2,GPU,5/29/2013,28.0,49.0,87.0,1020.0,1046,TSMC,NVIDIA,,803.3,33.47
NVIDIA GRID K540Q,GPU,7/2/2014,28.0,225.0,294.0,3540.0,745,TSMC,NVIDIA,,2289.0,95.36
